Customer_ID,Gender,Age,Married,Number_of_Dependents,City,Zip_Code,Latitude,Longitude,Number_of_Referrals,Tenure_in_Months,Offer,Phone_Service,Avg_Monthly_Long_Distance_Charges,Multiple_Lines,Internet_Service,Internet_Type,Avg_Monthly_GB_Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Population
8580-AECUZ,Male,65,No,0,San Diego,92130,32.957195,-117.202542,0,1,None,Yes,42.3,No,Yes,Fiber Optic,16,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.1,79.1,0.0,0,42.3,121.4,Churned,Competitor,28201
8580-QVLOC,Female,78,Yes,0,Merced,95348,37.40122,-120.514191,0,72,None,Yes,25.77,Yes,Yes,DSL,6,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Credit Card,92.45,6440.25,0.0,0,1855.44,8295.69,Churned,Competitor,23100
8593-WHYHV,Male,46,No,0,Los Angeles,90047,33.95815,-118.308441,0,3,Offer E,Yes,14.28,Yes,Yes,Fiber Optic,21,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.3,264.8,0.0,0,42.84,307.64,Churned,Other,47107
8601-QACRS,Female,54,No,0,Fallbrook,92028,33.362576,-117.299644,0,5,Offer E,Yes,37.1,Yes,Yes,Cable,2,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,50.6,249.95,0.0,20,185.5,455.45,Churned,Competitor,42239
8603-IJWDN,Male,41,No,0,Pinole,94564,37.996464,-122.293716,0,1,Offer E,Yes,5.43,Yes,Yes,Fiber Optic,18,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.6,86.6,0.0,0,5.43,92.03,Churned,Competitor,16717
8610-WFCJF,Female,53,Yes,0,Palo Alto,94303,37.45809,-122.115398,2,49,None,Yes,49.63,Yes,Yes,Fiber Optic,9,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.6,4783.5,0.0,0,2431.87,7215.37,Churned,Competitor,45499
8614-VGMMV,Female,33,No,0,Riverside,92503,33.890045,-117.455583,0,15,None,Yes,9.71,Yes,Yes,DSL,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.1,679.55,0.0,0,145.65,825.2,Churned,Competitor,71678
8621-MNIHH,Female,75,Yes,0,Madison,95653,38.674274,-121.961866,1,34,None,Yes,2.88,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.25,3217.55,0.0,0,97.92,3315.47,Churned,Competitor,844
8623-TMRBY,Male,80,Yes,0,Chula Vista,91915,32.60501,-116.97595,2,51,Offer B,Yes,43.58,Yes,Yes,Cable,22,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.2,4146.05,0.0,0,2222.58,6368.63,Churned,Competitor,9278
8624-GIOUT,Female,40,No,0,Seeley,92273,32.790283,-115.689559,0,49,Offer B,Yes,35.87,Yes,Yes,DSL,30,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,59.75,2934.3,0.0,0,1757.63,4691.93,Churned,Other,1632
8625-AZYZY,Male,51,Yes,0,Anza,92539,33.527603,-116.666551,2,24,Offer C,Yes,3,Yes,Yes,Fiber Optic,15,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.65,2542.45,0.0,0,72.0,2614.45,Churned,Competitor,3745
8631-NBHFZ,Male,71,Yes,0,Running Springs,92382,34.18621,-117.07683,1,66,None,Yes,30.03,Yes,Yes,DSL,15,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,79.4,5154.6,0.0,150,1981.98,7286.58,Churned,Competitor,5395
8634-CILSZ,Male,52,No,0,San Diego,92109,32.787834,-117.232376,0,69,Offer A,Yes,20.44,Yes,Yes,Fiber Optic,3,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.7,7220.35,0.0,0,1410.36,8630.71,Churned,Competitor,46086
8634-MPHTR,Male,68,Yes,0,Forbestown,95941,39.53103,-121.24807,1,47,None,Yes,8.97,Yes,Yes,Fiber Optic,19,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.05,4871.05,0.0,0,421.59,5292.64,Churned,Attitude,452
8637-XJIVR,Female,34,No,3,Marina Del Rey,90292,33.977467,-118.445475,0,12,None,Yes,25.34,Yes,Yes,Fiber Optic,56,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,78.95,927.35,0.0,80,304.08,1311.43,Churned,Attitude,18058
8640-SDGKB,Male,39,No,0,Los Angeles,90066,34.00203,-118.430656,0,4,None,Yes,28.89,No,Yes,DSL,3,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.4,299.7,0.0,0,115.56,415.26,Churned,Attitude,55204
8642-GVWRF,Female,25,Yes,0,Capitola,95010,36.977024,-121.952864,1,2,None,Yes,28.86,No,Yes,Fiber Optic,26,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,79.7,165.0,0.0,0,57.72,222.72,Churned,Competitor,9673
8644-XLFBW,Male,65,No,0,Lake Elsinore,92532,33.705837,-117.318204,0,1,Offer E,Yes,28.46,No,Yes,Fiber Optic,12,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.65,71.65,0.0,0,28.46,100.11,Churned,Competitor,4546
8651-ENBZX,Female,68,No,0,Grizzly Flats,95636,38.6361,-120.522149,0,60,None,Yes,34.39,Yes,Yes,Fiber Optic,17,No,No,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,106.0,6441.4,0.0,110,2063.4,8614.8,Churned,Price,659
8676-TRMJS,Male,27,No,0,Torrance,90504,33.867256,-118.330794,0,3,None,Yes,34.49,Yes,Yes,Fiber Optic,52,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,75.0,209.1,0.0,0,103.47,312.57,Churned,Dissatisfaction,31678
8679-JOEVF,Female,75,No,0,Sacramento,95838,38.646095,-121.442433,0,16,None,Yes,36.83,No,Yes,DSL,16,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.4,1023.9,0.0,0,589.28,1613.18,Churned,Price,34894
8685-WHQPW,Female,79,No,0,San Diego,92110,32.76501,-117.19938,0,22,None,Yes,5.09,Yes,Yes,Fiber Optic,23,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.4,1692.6,0.0,0,111.98,1804.58,Churned,Competitor,24169
8696-JKZNU,Female,78,No,0,Anderson,96007,40.44863,-122.306657,0,37,Offer C,Yes,26.95,Yes,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.25,2841.55,0.0,0,997.15,3838.7,Churned,Other,21418
8699-ASUFO,Male,72,Yes,0,Nuevo,92567,33.82769,-117.102244,1,7,None,Yes,8.92,Yes,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.4,527.9,32.46,0,62.44,557.88,Churned,Attitude,7344
8708-XPXHZ,Female,25,Yes,0,Castella,96017,41.12111,-122.336613,1,42,None,Yes,6.84,Yes,Yes,Fiber Optic,27,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.2,4186.3,0.0,0,287.28,4473.58,Churned,Competitor,228
8714-EUHJO,Female,39,Yes,0,Castella,96017,41.12111,-122.336613,1,31,None,Yes,38.67,Yes,Yes,Cable,13,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,91.15,2995.45,0.0,0,1198.77,4194.22,Churned,Dissatisfaction,228
8739-WWKDU,Male,69,No,0,San Diego,92109,32.787834,-117.232376,0,25,None,Yes,18.46,Yes,Yes,Fiber Optic,3,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,2196.15,0.0,0,461.5,2657.65,Churned,Competitor,46086
8740-CRYFY,Male,62,No,0,Sacramento,95823,38.475464,-121.443625,0,1,Offer E,Yes,23.96,No,Yes,Fiber Optic,22,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.95,78.95,0.0,0,23.96,102.91,Churned,Competitor,72199
8749-JMNKX,Male,80,Yes,0,Montebello,90640,34.015217,-118.109962,1,51,Offer B,Yes,22.14,Yes,Yes,Fiber Optic,30,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.8,4750.95,0.0,0,1129.14,5880.09,Churned,Dissatisfaction,62425
8752-STIVR,Female,61,No,0,Elmira,95625,38.349194,-121.902943,0,4,None,Yes,27.57,No,Yes,Fiber Optic,27,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.0,303.15,0.0,0,110.28,413.43,Churned,Dissatisfaction,171
8761-NSOBC,Male,41,No,0,Gridley,95948,39.346897,-121.759537,0,44,None,Yes,42.92,No,Yes,Fiber Optic,23,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.55,4398.15,0.0,0,1888.48,6286.63,Churned,Dissatisfaction,9763
8773-HHUOZ,Female,20,No,0,Los Angeles,90032,34.07882,-118.177576,0,17,None,Yes,40.55,No,Yes,Cable,41,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,64.7,1093.1,0.0,0,689.35,1782.45,Churned,Competitor,46960
8775-CEBBJ,Female,40,No,0,Seeley,92273,32.790283,-115.689559,0,9,None,Yes,41.92,No,Yes,Cable,29,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.2,403.35,0.0,0,377.28,780.63,Churned,Competitor,1632
8775-LHDJH,Female,77,Yes,0,San Jose,95136,37.27094,-121.851046,1,1,Offer E,Yes,13.02,Yes,Yes,Fiber Optic,30,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.6,90.6,0.0,0,13.02,103.62,Churned,Other,36944
8780-IXSTS,Female,53,No,0,San Diego,92109,32.787834,-117.232376,0,6,None,Yes,1.15,Yes,Yes,Fiber Optic,3,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.1,521.3,0.0,0,6.9,528.2,Churned,Competitor,46086
8784-CGILN,Female,34,No,0,Tarzana,91356,34.15714,-118.548511,0,18,None,Yes,36.49,Yes,Yes,Fiber Optic,3,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.85,1776.95,0.0,0,656.82,2433.77,Churned,Dissatisfaction,27424
8802-UNOJF,Male,65,No,0,Philo,95466,39.0941,-123.500853,0,12,Offer D,Yes,28.63,No,Yes,Cable,7,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,83.8,1029.75,44.58,80,343.56,1408.73,Churned,Competitor,1113
8806-EAGWC,Male,25,No,0,Old Station,96071,40.65629,-121.428965,0,3,Offer E,Yes,22.77,No,Yes,DSL,51,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Credit Card,55.15,159.15,0.0,0,68.31,227.46,Churned,Dissatisfaction,182
8808-ELEHO,Male,66,No,0,Modesto,95356,37.716187,-121.025836,0,8,None,Yes,5.02,Yes,Yes,Fiber Optic,26,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.25,585.95,0.0,0,40.16,626.11,Churned,Price,26055
8809-RIHDD,Male,47,Yes,0,Sacramento,95827,38.549187,-121.328386,1,72,None,Yes,3.07,Yes,Yes,Fiber Optic,23,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,103.4,7372.65,0.0,0,221.04,7593.69,Churned,Price,19611
8816-VXNZD,Female,36,No,0,Coronado,92118,32.68674,-117.186612,0,1,None,Yes,5.94,Yes,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.1,75.1,0.0,0,5.94,81.04,Churned,Dissatisfaction,24093
8818-XYFCQ,Male,39,Yes,0,Walnut Creek,94598,37.91665,-122.008483,1,32,Offer C,Yes,33.57,Yes,Yes,Fiber Optic,26,Yes,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,-8.0,3204.65,35.82,110,1074.24,4353.07,Churned,Competitor,26022
8821-XNHVZ,Female,53,Yes,0,San Diego,92109,32.787834,-117.232376,1,1,None,Yes,39.79,No,Yes,Fiber Optic,7,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,80.05,80.05,0.0,0,39.79,119.84,Churned,Competitor,46086
8824-RWFXJ,Male,21,Yes,0,Santa Cruz,95062,36.974575,-121.991149,1,3,Offer E,Yes,29.29,No,Yes,Cable,52,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,56.15,168.15,0.0,0,87.87,256.02,Churned,Competitor,36631
8835-VSDSE,Female,28,Yes,0,San Diego,92129,32.961063,-117.134917,1,2,Offer E,Yes,9.76,No,Yes,Cable,27,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.7,141.45,0.0,0,19.52,160.97,Churned,Competitor,47224
8837-VVWLQ,Female,35,No,0,Capistrano Beach,92624,33.458755,-117.665104,0,8,None,Yes,32.31,No,Yes,Fiber Optic,6,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,84.95,668.4,0.0,0,258.48,926.88,Churned,Other,7465
8840-DQLGN,Female,65,Yes,0,Burbank,91502,34.177265,-118.31003,1,35,None,Yes,15.98,Yes,Yes,Cable,22,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.5,3653.35,0.0,0,559.3,4212.65,Churned,Attitude,11517
8844-TONUD,Male,54,Yes,0,Acampo,95220,38.20023,-121.235034,4,13,Offer D,Yes,45.6,No,Yes,Fiber Optic,11,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,96.65,1162.85,0.0,0,592.8,1755.65,Churned,Competitor,6317
8849-GYOKR,Female,59,Yes,0,Mineral,96063,40.408794,-121.579609,2,54,None,Yes,8.83,Yes,Yes,Fiber Optic,21,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,106.55,5763.3,0.0,0,476.82,6240.12,Churned,Dissatisfaction,124
8854-CCVSQ,Male,58,No,0,Browns Valley,95918,39.292336,-121.320597,0,18,None,Yes,38.87,Yes,Yes,Fiber Optic,7,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.65,1451.9,0.0,30,699.66,2181.56,Churned,Competitor,1477
8861-HGGKB,Female,57,No,0,San Diego,92117,32.825085,-117.199424,0,10,None,Yes,17.65,Yes,Yes,Fiber Optic,20,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,86.45,830.85,0.0,0,176.5,1007.35,Churned,Competitor,51213
8868-WOZGU,Male,33,No,0,Porterville,93257,36.008957,-118.891593,0,28,Offer C,Yes,30.48,Yes,Yes,Fiber Optic,13,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,105.7,2979.5,0.0,80,853.44,3912.94,Churned,Dissatisfaction,65566
8869-TORSS,Female,51,No,0,Santa Rosa,95405,38.439697,-122.668817,0,48,None,Yes,33.91,No,Yes,DSL,13,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,60.35,2896.4,0.0,0,1627.68,4524.08,Churned,Dissatisfaction,22250
8878-HMWBV,Male,47,No,0,Nice,95464,39.12334,-122.838198,0,3,Offer E,Yes,40.79,No,Yes,DSL,29,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.15,169.05,0.0,10,122.37,301.42,Churned,Competitor,2223
8884-ADFVN,Male,65,Yes,0,Roseville,95678,38.75975,-121.288545,2,7,None,Yes,34.66,Yes,Yes,Fiber Optic,3,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.95,700.85,0.0,0,242.62,943.47,Churned,Other,30614
8914-RBTSB,Male,62,Yes,0,Valley Village,91607,34.165783,-118.399795,1,31,None,Yes,2.12,Yes,Yes,Fiber Optic,17,No,Yes,Yes,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,93.8,3019.5,0.0,50,65.72,3135.22,Churned,Other,27453
8922-LIEGH,Female,72,No,0,Jolon,93928,35.930782,-121.189757,0,25,None,Yes,36.36,Yes,Yes,Fiber Optic,6,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-1.0,2187.55,23.33,0,909.0,3073.22,Churned,Dissatisfaction,254
8931-GJJIQ,Female,46,No,0,Burlingame,94010,37.57028,-122.365778,0,9,None,Yes,29.7,Yes,Yes,Fiber Optic,17,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,83.3,803.3,0.0,0,267.3,1070.6,Churned,Attitude,40346
8937-RDTHP,Male,40,No,1,Burbank,91504,34.21305,-118.317651,0,1,None,Yes,26.85,No,Yes,Fiber Optic,11,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,84.6,84.6,0.0,0,26.85,111.45,Churned,Dissatisfaction,25882
8938-UMKPI,Female,42,No,0,Corona,92882,33.819386,-117.600213,0,47,Offer B,Yes,35.97,Yes,Yes,Fiber Optic,25,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,106.4,5127.95,0.0,0,1690.59,6818.54,Churned,Competitor,60294
8943-URTMR,Female,56,No,0,Lawndale,90260,33.88856,-118.351813,0,2,Offer E,Yes,29.04,No,Yes,Fiber Optic,21,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,79.65,152.7,0.0,0,58.08,210.78,Churned,Price,33300
8945-GRKHX,Female,41,No,0,Santa Barbara,93110,34.437946,-119.77191,0,1,Offer E,Yes,46.09,No,Yes,Fiber Optic,10,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,78.65,78.65,0.0,0,46.09,124.74,Churned,Competitor,15757
8945-MUQUF,Male,22,No,0,Fallbrook,92028,33.362576,-117.299644,0,51,Offer B,Yes,44.77,Yes,Yes,Fiber Optic,58,Yes,Yes,No,No,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,94.8,4837.6,0.0,0,2283.27,7120.87,Churned,Competitor,42239
8949-JTMAY,Female,49,No,0,Mc Kittrick,93251,35.38381,-119.730885,0,29,Offer C,Yes,27.75,Yes,Yes,Fiber Optic,2,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,98.6,2933.2,0.0,0,804.75,3737.95,Churned,Competitor,302
8972-HJWNV,Female,75,Yes,0,Huron,93234,36.217865,-120.080117,1,7,Offer E,Yes,21.43,Yes,Yes,Fiber Optic,12,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.55,646.85,0.0,0,150.01,796.86,Churned,Competitor,6918
8976-OQHGT,Female,38,Yes,3,Lomita,90717,33.79421,-118.317354,5,4,None,Yes,42.71,No,Yes,DSL,56,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,56.5,235.1,0.0,0,170.84,405.94,Churned,Dissatisfaction,21065
8988-ECPJR,Female,79,Yes,0,Van Nuys,91411,34.17847,-118.459472,1,34,Offer C,Yes,25.84,Yes,Yes,Fiber Optic,15,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.6,2718.3,0.0,0,878.56,3596.86,Churned,Dissatisfaction,23646
8999-BOHSE,Female,68,No,0,Gilroy,95020,37.03889,-121.528955,0,11,None,Yes,3.96,No,Yes,Fiber Optic,27,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,89.7,1047.7,0.0,0,43.56,1091.26,Churned,Attitude,49968
9019-QVLZD,Female,58,No,0,Oakland,94602,37.803883,-122.208417,0,1,None,Yes,32.13,No,Yes,Fiber Optic,15,No,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,79.55,79.55,0.0,10,32.13,121.68,Churned,Competitor,28900
9025-AOMKI,Female,42,No,0,Carpinteria,93013,34.4414,-119.513163,0,6,Offer E,Yes,43.8,Yes,Yes,Fiber Optic,5,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.55,536.4,0.0,0,262.8,799.2,Churned,Other,17409
9026-RNUJS,Male,73,No,0,Van Nuys,91401,34.178482,-118.431791,0,5,None,Yes,18.69,No,Yes,DSL,28,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.35,237.25,0.0,0,93.45,330.7,Churned,Dissatisfaction,40376
9033-EOXWV,Female,57,No,0,Oakland,94603,37.739113,-122.175602,0,12,None,Yes,42.58,Yes,Yes,DSL,22,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,74.05,872.65,48.61,0,510.96,1335.0,Churned,Other,31392
9048-JVYVF,Male,48,No,0,Fallbrook,92028,33.362576,-117.299644,0,3,None,Yes,35.64,No,Yes,Cable,6,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.35,191.35,0.0,0,106.92,298.27,Churned,Other,42239
9050-QLROH,Male,26,No,0,San Diego,92126,32.886925,-117.152162,0,18,None,Yes,28.59,Yes,Yes,Fiber Optic,26,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,90.7,1597.25,0.0,0,514.62,2111.87,Churned,Competitor,74232
9053-JZFKV,Male,25,No,0,Redway,95560,40.142258,-123.852927,0,67,Offer A,Yes,33.88,Yes,Yes,Fiber Optic,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,116.2,7752.3,0.0,0,2269.96,10022.26,Churned,Other,1851
9057-SIHCH,Female,48,No,0,Twentynine Palms,92278,34.45783,-116.139589,0,3,Offer E,Yes,9.95,Yes,Yes,Fiber Optic,13,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.6,291.9,0.0,0,29.85,321.75,Churned,Price,14104
9058-CBREO,Female,69,No,0,Winton,95388,37.4213,-120.599587,0,1,None,Yes,22.56,Yes,Yes,Cable,2,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.55,50.55,0.0,0,22.56,73.11,Churned,Dissatisfaction,11463
9061-TIHDA,Male,67,Yes,0,Murrieta,92563,33.581043,-117.14719,1,13,None,Yes,31.7,Yes,Yes,Cable,6,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,1233.65,48.09,0,412.1,1597.66,Churned,Competitor,18311
9079-YEXQJ,Female,56,No,0,Chino,91710,33.990646,-117.663025,0,54,None,Yes,46.74,Yes,Yes,Fiber Optic,16,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,111.1,6014.85,0.0,50,2523.96,8588.81,Churned,Dissatisfaction,75319
9090-SGQXL,Male,70,Yes,0,Ben Lomond,95005,37.078873,-122.090386,1,68,None,Yes,47.17,Yes,Yes,Fiber Optic,29,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,105.3,7299.65,0.0,0,3207.56,10507.21,Churned,Competitor,6407
9095-HFAFX,Female,61,No,0,San Diego,92126,32.886925,-117.152162,0,5,Offer E,Yes,20.2,No,Yes,Fiber Optic,23,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,81.0,389.6,0.0,10,101.0,500.6,Churned,Competitor,74232
9101-BWFSS,Female,58,Yes,0,Tollhouse,93667,36.993668,-119.348267,1,50,Offer B,Yes,29.43,Yes,Yes,Fiber Optic,14,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,108.55,5610.7,0.0,0,1471.5,7082.2,Churned,Other,2633
9102-IAYHT,Female,29,Yes,0,Salinas,93908,36.624336,-121.615669,1,17,None,Yes,47.76,Yes,Yes,Fiber Optic,26,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.45,1451.6,0.0,0,811.92,2263.52,Churned,Attitude,13027
9103-TCIHJ,Female,60,No,0,Los Angeles,90059,33.927254,-118.249826,0,15,Offer D,Yes,40.66,Yes,Yes,DSL,8,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,55.7,899.8,0.0,0,609.9,1509.7,Churned,Price,38128
9117-SHLZX,Male,36,No,0,Fremont,94538,37.505768,-121.962472,0,1,None,Yes,10.41,No,Yes,DSL,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,45.7,45.7,0.0,0,10.41,56.11,Churned,Dissatisfaction,56126
9124-LHCJQ,Female,22,No,0,Los Angeles,90057,34.061916,-118.277939,0,1,None,Yes,31.03,Yes,Yes,Fiber Optic,27,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.45,85.45,0.0,0,31.03,116.48,Churned,Price,44004
9134-CEQMF,Male,75,Yes,0,Nice,95464,39.12334,-122.838198,1,7,Offer E,Yes,13.63,No,Yes,Fiber Optic,27,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,676.7,0.0,0,95.41,772.11,Churned,Dissatisfaction,2223
9139-WQQDY,Female,35,Yes,0,San Diego,92117,32.825085,-117.199424,1,49,None,Yes,26.37,Yes,Yes,Fiber Optic,19,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,100.45,4941.8,0.0,0,1292.13,6233.93,Churned,Dissatisfaction,51213
9158-VCTQB,Female,41,Yes,0,Los Angeles,90023,34.017696,-118.200577,1,41,None,Yes,5.01,Yes,Yes,Fiber Optic,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,113.6,4594.95,0.0,0,205.41,4800.36,Churned,Price,47487
9170-CCKOU,Male,62,Yes,0,Fremont,94539,37.516792,-121.899117,1,17,Offer D,Yes,12.06,Yes,Yes,Fiber Optic,9,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,90.2,1454.15,0.0,0,205.02,1659.17,Churned,Dissatisfaction,46917
9170-GYZJC,Female,42,Yes,3,Vallecito,95251,38.05556,-120.456298,1,41,None,Yes,45.26,Yes,Yes,Cable,56,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,79.9,3326.2,0.0,0,1855.66,5181.86,Churned,Price,460
9172-ANCRX,Female,35,No,0,Carson,90745,33.822296,-118.26411,0,10,Offer D,Yes,37.36,Yes,Yes,Fiber Optic,28,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.7,973.25,0.0,0,373.6,1346.85,Churned,Attitude,55486
